WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'device': 'cuda:0',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_28__15_28_11__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_28__15_28_11__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_28__15_28_11__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/yuni/venv/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
pybullet build time: Nov 26 2020 23:09:05
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
Updates 1, num timesteps 40000, FPS 3990, mean/median reward 11.1/10.0, min/max reward 3.3/34.2, entropy 10.12, value loss 0.60, policy loss -0.018
Updates 2, num timesteps 80000, FPS 3879, mean/median reward 13.6/12.2, min/max reward 4.2/49.3, entropy 10.06, value loss 1.01, policy loss -0.028
Updates 3, num timesteps 120000, FPS 3838, mean/median reward 17.1/15.5, min/max reward 2.4/46.6, entropy 10.00, value loss 1.56, policy loss -0.032
Updates 4, num timesteps 160000, FPS 3723, mean/median reward 22.8/21.3, min/max reward 5.3/55.9, entropy 9.93, value loss 1.86, policy loss -0.031
Updates 5, num timesteps 200000, FPS 3587, mean/median reward 28.6/27.8, min/max reward 8.8/80.6, entropy 9.87, value loss 1.98, policy loss -0.027
Updates 6, num timesteps 240000, FPS 3484, mean/median reward 33.0/30.3, min/max reward 8.5/85.9, entropy 9.81, value loss 1.90, policy loss -0.027
Updates 7, num timesteps 280000, FPS 3414, mean/median reward 36.5/34.5, min/max reward 8.6/91.8, entropy 9.74, value loss 1.78, policy loss -0.024
Updates 8, num timesteps 320000, FPS 3390, mean/median reward 41.4/38.7, min/max reward 11.5/94.9, entropy 9.66, value loss 1.87, policy loss -0.027
Updates 9, num timesteps 360000, FPS 3358, mean/median reward 43.1/39.2, min/max reward 20.1/126.8, entropy 9.58, value loss 1.81, policy loss -0.028
Updates 10, num timesteps 400000, FPS 3342, mean/median reward 45.6/40.9, min/max reward 19.5/124.3, entropy 9.50, value loss 1.87, policy loss -0.028
Updates 11, num timesteps 440000, FPS 3332, mean/median reward 48.5/43.6, min/max reward 21.2/164.8, entropy 9.43, value loss 1.82, policy loss -0.027
Updates 12, num timesteps 480000, FPS 3323, mean/median reward 54.0/47.9, min/max reward 3.6/137.8, entropy 9.37, value loss 2.24, policy loss -0.027
Updates 13, num timesteps 520000, FPS 3317, mean/median reward 58.2/48.3, min/max reward 11.1/204.7, entropy 9.30, value loss 2.38, policy loss -0.030
Updates 14, num timesteps 560000, FPS 3308, mean/median reward 63.4/51.2, min/max reward 20.0/207.7, entropy 9.24, value loss 2.38, policy loss -0.030
