WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'device': 'cuda:0',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_15__01_23_10__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_15__01_23_10__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_15__01_23_10__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/yuni/venv/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
pybullet build time: Nov 26 2020 23:09:05
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
Updates 1, num timesteps 40000, FPS 2911, mean/median reward 29.1/27.1, min/max reward -0.9/108.9, entropy 10.05, value loss 18.38, policy loss -0.027
Updates 2, num timesteps 80000, FPS 2627, mean/median reward 43.5/36.7, min/max reward -3.2/137.5, entropy 9.93, value loss 21.58, policy loss -0.031
Updates 3, num timesteps 120000, FPS 2541, mean/median reward 57.1/50.9, min/max reward -8.3/157.6, entropy 9.80, value loss 25.94, policy loss -0.029
Updates 4, num timesteps 160000, FPS 2421, mean/median reward 69.7/66.9, min/max reward 4.3/168.6, entropy 9.68, value loss 28.43, policy loss -0.029
Updates 5, num timesteps 200000, FPS 2319, mean/median reward 90.6/92.2, min/max reward 25.4/183.2, entropy 9.56, value loss 28.04, policy loss -0.022
Updates 6, num timesteps 240000, FPS 2275, mean/median reward 98.3/99.2, min/max reward 33.4/176.8, entropy 9.43, value loss 28.84, policy loss -0.024
Updates 7, num timesteps 280000, FPS 2245, mean/median reward 116.7/114.5, min/max reward 30.9/213.7, entropy 9.31, value loss 28.05, policy loss -0.025
Updates 8, num timesteps 320000, FPS 2236, mean/median reward 137.9/131.0, min/max reward 40.4/286.3, entropy 9.18, value loss 26.39, policy loss -0.023
Updates 9, num timesteps 360000, FPS 2229, mean/median reward 148.2/148.2, min/max reward 33.3/238.7, entropy 9.06, value loss 31.57, policy loss -0.020
Updates 10, num timesteps 400000, FPS 2232, mean/median reward 174.3/163.1, min/max reward 63.1/331.2, entropy 8.93, value loss 29.90, policy loss -0.023
Updates 11, num timesteps 440000, FPS 2229, mean/median reward 195.1/187.9, min/max reward 81.4/342.1, entropy 8.82, value loss 31.36, policy loss -0.017
Updates 12, num timesteps 480000, FPS 2241, mean/median reward 202.8/197.8, min/max reward 102.1/370.8, entropy 8.72, value loss 32.05, policy loss -0.016
Updates 13, num timesteps 520000, FPS 2243, mean/median reward 215.3/212.8, min/max reward 91.2/390.9, entropy 8.61, value loss 36.18, policy loss -0.018
Updates 14, num timesteps 560000, FPS 2223, mean/median reward 227.3/220.6, min/max reward 86.1/399.7, entropy 8.51, value loss 34.92, policy loss -0.017
Updates 15, num timesteps 600000, FPS 2214, mean/median reward 242.4/245.2, min/max reward 92.8/429.4, entropy 8.41, value loss 37.16, policy loss -0.015
Updates 16, num timesteps 640000, FPS 2209, mean/median reward 260.2/272.1, min/max reward 120.7/476.2, entropy 8.31, value loss 35.57, policy loss -0.015
Updates 17, num timesteps 680000, FPS 2211, mean/median reward 280.0/280.9, min/max reward 105.6/540.2, entropy 8.21, value loss 41.93, policy loss -0.010
Updates 18, num timesteps 720000, FPS 2209, mean/median reward 280.9/270.3, min/max reward 110.1/501.5, entropy 8.13, value loss 45.06, policy loss -0.012
Updates 19, num timesteps 760000, FPS 2210, mean/median reward 306.4/301.5, min/max reward 110.9/652.3, entropy 8.04, value loss 50.53, policy loss -0.010
Updates 20, num timesteps 800000, FPS 2214, mean/median reward 306.9/292.1, min/max reward 98.1/805.3, entropy 7.97, value loss 52.69, policy loss -0.009
Updates 21, num timesteps 840000, FPS 2218, mean/median reward 301.3/291.8, min/max reward 109.7/592.4, entropy 7.90, value loss 49.99, policy loss -0.009
Updates 22, num timesteps 880000, FPS 2215, mean/median reward 323.5/299.5, min/max reward 143.0/659.8, entropy 7.84, value loss 41.87, policy loss -0.010
Updates 23, num timesteps 920000, FPS 2210, mean/median reward 327.3/307.3, min/max reward 134.7/861.3, entropy 7.78, value loss 43.50, policy loss -0.009
Updates 24, num timesteps 960000, FPS 2207, mean/median reward 327.2/300.7, min/max reward 122.8/915.3, entropy 7.74, value loss 46.86, policy loss -0.009
Updates 25, num timesteps 1000000, FPS 2207, mean/median reward 342.4/303.1, min/max reward 120.7/1218.2, entropy 7.67, value loss 48.00, policy loss -0.013
Updates 26, num timesteps 1040000, FPS 2207, mean/median reward 361.4/315.3, min/max reward 138.4/1372.4, entropy 7.61, value loss 47.29, policy loss -0.008
Updates 27, num timesteps 1080000, FPS 2204, mean/median reward 395.0/336.2, min/max reward 136.4/1441.6, entropy 7.56, value loss 48.72, policy loss -0.012
Updates 28, num timesteps 1120000, FPS 2200, mean/median reward 403.4/318.5, min/max reward 170.7/1411.8, entropy 7.51, value loss 48.19, policy loss -0.010
Updates 29, num timesteps 1160000, FPS 2195, mean/median reward 410.1/330.3, min/max reward 133.6/1384.5, entropy 7.46, value loss 46.43, policy loss -0.011
Updates 30, num timesteps 1200000, FPS 2188, mean/median reward 488.4/368.0, min/max reward 170.5/1447.3, entropy 7.41, value loss 45.60, policy loss -0.012
Updates 31, num timesteps 1240000, FPS 2186, mean/median reward 658.1/448.6, min/max reward 138.7/1523.5, entropy 7.36, value loss 47.07, policy loss -0.012
Updates 32, num timesteps 1280000, FPS 2187, mean/median reward 573.3/388.1, min/max reward 144.9/1494.6, entropy 7.30, value loss 38.17, policy loss -0.012
Updates 33, num timesteps 1320000, FPS 2188, mean/median reward 642.0/371.7, min/max reward 143.2/1506.5, entropy 7.23, value loss 36.11, policy loss -0.013
Updates 34, num timesteps 1360000, FPS 2190, mean/median reward 677.9/406.3, min/max reward 143.2/1583.1, entropy 7.17, value loss 31.33, policy loss -0.013
Updates 35, num timesteps 1400000, FPS 2194, mean/median reward 723.0/408.4, min/max reward 143.5/1579.4, entropy 7.11, value loss 31.67, policy loss -0.010
Updates 36, num timesteps 1440000, FPS 2200, mean/median reward 779.9/542.1, min/max reward 143.8/1596.7, entropy 7.06, value loss 32.35, policy loss -0.013
Updates 37, num timesteps 1480000, FPS 2202, mean/median reward 820.1/578.1, min/max reward 170.7/1596.7, entropy 7.02, value loss 33.82, policy loss -0.010
Updates 38, num timesteps 1520000, FPS 2205, mean/median reward 720.9/410.6, min/max reward 144.9/1623.5, entropy 6.98, value loss 30.14, policy loss -0.013
Updates 39, num timesteps 1560000, FPS 2204, mean/median reward 880.4/610.2, min/max reward 144.9/1623.5, entropy 6.94, value loss 26.83, policy loss -0.013
Updates 40, num timesteps 1600000, FPS 2203, mean/median reward 1016.5/1459.8, min/max reward 174.3/1622.3, entropy 6.88, value loss 24.54, policy loss -0.013
Updates 41, num timesteps 1640000, FPS 2201, mean/median reward 1000.2/1416.8, min/max reward 179.3/1622.3, entropy 6.82, value loss 23.12, policy loss -0.007
Updates 42, num timesteps 1680000, FPS 2197, mean/median reward 1101.5/1528.6, min/max reward 179.1/1619.3, entropy 6.76, value loss 22.14, policy loss -0.009
Updates 43, num timesteps 1720000, FPS 2197, mean/median reward 1155.8/1539.7, min/max reward 175.6/1619.3, entropy 6.71, value loss 22.45, policy loss -0.011
Updates 44, num timesteps 1760000, FPS 2196, mean/median reward 1120.8/1538.0, min/max reward 166.4/1630.3, entropy 6.66, value loss 24.20, policy loss -0.013
Updates 45, num timesteps 1800000, FPS 2194, mean/median reward 1167.4/1539.5, min/max reward 166.4/1634.2, entropy 6.60, value loss 23.02, policy loss -0.014
Updates 46, num timesteps 1840000, FPS 2191, mean/median reward 1092.1/1512.6, min/max reward 133.5/1647.2, entropy 6.56, value loss 30.07, policy loss -0.016
Updates 47, num timesteps 1880000, FPS 2187, mean/median reward 1011.2/1167.9, min/max reward 133.5/1660.8, entropy 6.52, value loss 24.60, policy loss -0.013
Updates 48, num timesteps 1920000, FPS 2184, mean/median reward 1094.6/1512.6, min/max reward 181.8/1666.5, entropy 6.46, value loss 24.90, policy loss -0.013
Updates 49, num timesteps 1960000, FPS 2184, mean/median reward 1124.6/1525.5, min/max reward 193.0/1666.5, entropy 6.40, value loss 25.49, policy loss -0.014
