WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'device': 'cuda:0',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_15__01_22_49__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_15__01_22_49__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_15__01_22_49__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/yuni/venv/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
pybullet build time: Nov 26 2020 23:09:05
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
Updates 1, num timesteps 40000, FPS 3338, mean/median reward 29.8/26.8, min/max reward -6.3/96.0, entropy 10.05, value loss 18.21, policy loss -0.027
Updates 2, num timesteps 80000, FPS 3147, mean/median reward 39.2/36.5, min/max reward 7.3/104.5, entropy 9.93, value loss 21.23, policy loss -0.032
Updates 3, num timesteps 120000, FPS 2869, mean/median reward 49.6/44.3, min/max reward -2.5/145.4, entropy 9.81, value loss 26.05, policy loss -0.028
Updates 4, num timesteps 160000, FPS 2760, mean/median reward 69.8/64.7, min/max reward 2.8/154.1, entropy 9.69, value loss 29.97, policy loss -0.025
Updates 5, num timesteps 200000, FPS 2589, mean/median reward 86.7/87.2, min/max reward 22.8/178.7, entropy 9.57, value loss 28.85, policy loss -0.025
Updates 6, num timesteps 240000, FPS 2490, mean/median reward 103.4/100.7, min/max reward 26.7/223.9, entropy 9.45, value loss 28.11, policy loss -0.024
Updates 7, num timesteps 280000, FPS 2445, mean/median reward 120.6/113.4, min/max reward 26.5/242.3, entropy 9.33, value loss 29.09, policy loss -0.022
Updates 8, num timesteps 320000, FPS 2376, mean/median reward 135.8/128.5, min/max reward 41.1/284.0, entropy 9.21, value loss 30.97, policy loss -0.021
Updates 9, num timesteps 360000, FPS 2339, mean/median reward 150.8/139.0, min/max reward 39.0/290.0, entropy 9.10, value loss 32.37, policy loss -0.021
Updates 10, num timesteps 400000, FPS 2309, mean/median reward 174.4/169.7, min/max reward 74.4/298.3, entropy 8.99, value loss 35.94, policy loss -0.020
Updates 11, num timesteps 440000, FPS 2287, mean/median reward 190.8/183.1, min/max reward 66.3/383.1, entropy 8.89, value loss 35.38, policy loss -0.019
Updates 12, num timesteps 480000, FPS 2275, mean/median reward 192.6/191.1, min/max reward 44.8/350.5, entropy 8.78, value loss 36.15, policy loss -0.018
Updates 13, num timesteps 520000, FPS 2262, mean/median reward 220.7/224.5, min/max reward 90.5/355.4, entropy 8.68, value loss 43.08, policy loss -0.018
